postCode,city,street
1090,Wien,Fluchtgasse 2
1180,Wien,Antonigasse 44
2483,Ebreichsdorf,Wiener Straße (Ebreichsdorf) 29C
1020,Wien,Prater 9
1090,Wien,Frankgasse 9
2332,Hennersdorf,Bahnzeile 4-8
1020,Wien,Ferdinandstraße 33
1010,Wien,Beethovenplatz 3
1220,Wien,Industriestraße 135/1
2362,Biedermannsdorf,Siegfried Ludwig-Platz 1
1070,Wien,Breite Gasse 10-12
1230,Wien,Marktgemeindegasse 47
1020,Wien,Meiereistraße ggü 8
1090,Wien,BIP Garage Otto-Wagner-Platz Station 1+2 - Otto-Wagner-Platz 1
2102,Hagenbrunn,Hagenbrunn Salzstraße - Salzstraße 19a
1220,Wien,Wintzingerodestraße 10
1060,Wien,Liniengasse 2
1040,Wien,Taubstummengasse 3-5
1020,Wien,Leopoldsgasse 39
1050,Wien,Stolberggasse 47
1230,Wien,Perfektastraße 19 Stg 3
2201,Gerasdorf bei Wien,Kirchengasse 2
1220,Wien,Colerusgasse ggü 48
1020,Wien,Große Mohrengasse 2
1100,Wien,Laaer-Berg-Straße 39/4
2603,Felixdorf,Mühlstraße 1
1010,Wien,Georg-Coch-Platz 4
1300,Schwechat,Office Park x
1130,Wien,Eduard-Klein-Gasse 1
1110,Wien,Simmeringer Hauptstraße 171
1020,Wien,Taborstraße 20a
1210,Wien,Seyringer Straße 175
1180,Wien,Kreuzgasse (Hernals und Währing) 76
1110,Wien,Kaiser-Ebersdorfer Straße 286
1090,Wien,Sensengasse 3
1220,Wien,Rautenweg 8
1030,Wien,Schnirchgasse 12
1150,Wien,Viktoriagasse 6
1150,Wien,Wipark Garage Westbahnhof - Felberstraße 1
1220,Wien,Schiffmühlenstraße 99/1
1190,Wien,Neustift am Walde 98
1220,Wien,Donaustadtstraße 13
1170,Wien,Horneckgasse geg. 18
1210,Wien,Arbeiterstrandbadstraße 10
1200,Wien,Donaueschingenstraße 28
1220,Wien,Polgarstraße 24
2504,Sooß,Hauptstraße 48
1140,Wien,Keißlergasse 24A
1020,Wien,Trabrennstraße 2A
1200,Wien,Mortarapark vor 9
1220,Wien,Kagraner Platz 24a
1020,Wien,Engerthstraße 154a
1010,Wien,Freyung 5
1100,Wien,Braunspergengasse 28
1210,Wien,Bernreiterplatz ggü. 12
1050,Wien,Stolberggasse 23A
1220,Wien,Adelheid-Popp-Gasse 22
1190,Wien,An den langen Lüssen 2
1100,Wien,Wielandplatz 7
1070,Wien,Lindengasse 17-19
1220,Wien,Aspernstraße 113
2540,Bad Vöslau,Kudernagasse 2
1210,Wien,Leopoldine-Padaurek-Straße vor 9
2320,Schwechat,Franz Schubert-Straße 5-7
1140,Wien,Hadikgasse 128-134
2345,Brunn am Gebirge,Franz Schubert-Straße ggü. 15
1010,Wien,Gonzagagasse 23
1150,Wien,Felberstraße 70
1020,Wien,Nordbahnstraße 49
1210,Wien,Anton-Böck-Gasse 28
1220,Wien,Süßenbrunner Straße 13
1100,Wien,Zelda Kaplan Weg 5
2345,Brunn am Gebirge,Franz Anderle-Platz 1
1190,Wien,Silbergasse 52
1190,Wien,Billrothstraße 78
1220,Wien,Steigenteschgasse 94A
1100,Wien,Inzersdorfer Straße 81/2
1220,Wien,Aspernstraße 66/5
1190,Wien,Budinskygasse 18
1020,Wien,Praterstraße 2
1190,Wien,Billrothstraße 75
2201,Gerasdorf bei Wien,Scheunenviertel ggü. 5
1210,Wien,Dopschstraße ggü. 22
1180,Wien,Michaelerstraße 35
2534,Alland,Mayerlingerstraße 4
1130,Wien,Klitschgasse 4
1220,Wien,An den alten Schanzen 33
1080,Wien,Pfeilgasse 4-6
1200,Wien,Dresdner Straße 43
1190,Wien,Gymnasiumstraße 85
1220,Wien,Quadenstraße 41
1100,Wien,Senefeldergasse 57-59
1100,Wien,Filmteichstraße 5
1020,Wien,Trabrennstraße 1
1200,Wien,Dietmayrgasse 23-31
1200,Wien,Leystraße 6-8
1190,Wien,Sieveringer Straße 109
1060,Wien,Fallgasse 1
1140,Wien,Ameisgasse 8
1220,Wien,Süßenbrunner Platz vor 10
1100,Wien,Sibeliusstraße 7/2
1220,Wien,Wagramer Straße bei 8
1220,Wien,Agnes-Primocic-Gasse 4
1060,Wien,Lehargasse 2
1100,Wien,Alfred-Adler-Straße 1
1140,Wien,Märzstraße 115-123
1010,Wien,Kärntner Straße 51
1230,Wien,Altmannsdorfer Straße 164
1110,Wien,Albin-Hirsch-Platz 2/1
1070,Wien,Wimbergergasse 45
1220,Wien,Josef-Baumann-Gasse 2/5
1090,Wien,Otto-Wagner-Platz 1
2351,Wiener Neudorf,Hauptstraße 34
2380,Perchtoldsdorf,Hochstraße 16
1100,Wien,Wipark Garage Wienerberg PH C+D - Clemens-Holzmeister-Straße 2-4
1090,Wien,Türkenstraße 9
2380,Perchtoldsdorf,Plättenstraße 1
1030,Wien,Landstraßer Hauptstraße 1b
1050,Wien,Mittersteig 14
1130,Wien,Hietzinger Hauptstraße 124
1130,Wien,Gemeindeberggasse 61
1130,Wien,Schloßberggasse 2A
1100,Wien,Steudelgasse 12-18/6
1140,Wien,Linzer Straße 280
1230,Wien,Maurer Lange Gasse ggü 2
2521,Trumau,Dr. Körner-Straße 64
1090,Wien,Fechtergasse 20
1140,Wien,Hadikgasse 186
1220,Wien,Reinholdgasse ggü 47
2384,Breitenfurt bei Wien,Schulgasse 1
1110,Wien,Rosa-Jochmann-Ring 5/22
2325,Himberg,Bahnstraße Busstation
1130,Wien,Speisinger Straße 84-98/11
1230,Wien,Herziggasse 14
1030,Wien,Litfaßstraße 6
1130,Wien,Auhofstraße 128
3003,Gablitz,Linzerstraße 93
1180,Wien,Gregor-Mendel-Straße 21
1200,Wien,Kapaunplatz vor 7
1030,Wien,Juchgasse 22
1190,Wien,Heiligenstädter Lände 13
1210,Wien,Wagramer Straße 203
1210,Wien,Brünner Straße 184
1230,Wien,Karl-Tornay-Gasse 32
1170,Wien,Haslingergasse 11
1220,Wien,Ziegelhofstraße bei 112
1180,Wien,Wallrißstraße 67
1220,Wien,Frenkel-Brunswik-Gasse 1-3
1230,Wien,Perfektastraße 106
1230,Wien,Porschestraße 25
1150,Wien,Fünfhausgasse 6
1220,Wien,Sonnenallee 26
1160,Wien,Hofferplatz 1
1300,Schwechat,Office Park 1
1230,Wien,Perfektastraße 84A
1100,Wien,Gerhard-Bronner-Straße 2
1110,Wien,Mautner-Markhof-Gasse 55
1210,Wien,Stammersdorfer Straße 257
1150,Wien,Tannhäuserplatz 1
2544,Leobersdorf,Portugieser Straße 2B
1100,Wien,Quellenstraße 163
1010,Wien,Wipark Garage Beethovenplatz - Beethovenplatz 3
1220,Wien,Wagramer Straße 79
2551,Enzesfeld-Lindabrunn,Rathausplatz 1
1220,Wien,Pogrelzstraße 36
1200,Wien,Denisgasse 30-34
1030,Wien,Hermine-Jursa-Gasse 11
1130,Wien,Jagdschloßgasse 59
2500,Baden,Waltersdorfer Straße 42
1050,Wien,Zentagasse 33
1090,Wien,Sensengasse 2
1220,Wien,Miriam-Makeba-Gasse 2/3
1020,Wien,Wehlistraße 362
1070,Wien,Neustiftgasse 85-87
2372,Gießhübl,Eichbergstraße 2
1110,Wien,Weißenböckstraße 4/36
1180,Wien,Khevenhüllerstraße 19
1020,Wien,Stadionallee ggü. Weg 9
1180,Wien,Peter-Jordan-Straße 81
2285,Leopoldsdorf im Marchfelde,Hauptstraße 19
1230,Wien,Kaltenleutgebner Straße 24
1020,Wien,Vorgartenstraße ggü 206
1210,Wien,Wolsteingasse 40 Stg. 4
2440,Reisenberg,Wasenbrucker Straße 21a
1150,Wien,Graumanngasse 20
1040,Wien,Karlsgasse 20
1230,Wien,Anton-Baumgartner-Straße 119
2340,Mödling,Guntramsdorfer Straße 101
1030,Wien,Barichgasse 38
2352,Gumpoldskirchen,Bahngasse 1
1140,Wien,Linzer Straße 313/11
1020,Wien,Volkertstraße 4
1230,Wien,Karl-Sarg-Gasse 5
1200,Wien,Jägerstraße vor 1
1020,Wien,Heinestraße 24-28
2103,Langenzersdorf,Wiener Straße 138
2333,Leopoldsdorf,Hennersdorferstraße 21
2352,Gumpoldskirchen,J. Schöffelstraße 160
1230,Wien,Anton-Baumgartner-Straße 44
1110,Wien,Haidestraße 22
1170,Wien,Geblergasse 107
1040,Wien,Margaretenstraße 52
1010,Wien,Cobdengasse 2
1100,Wien,Maria-Lassnig-Straße 26
1090,Wien,Spittelauer Lände 45
1220,Wien,Schüttauplatz 5
1070,Wien,Schottenfeldgasse 53-55
1210,Wien,Donaufelder Straße 77
1130,Wien,Montecuccoliplatz 12/2
1140,Wien,Goldschlagstraße 189
1220,Wien,Zschokkegasse 136-138
2351,Wiener Neudorf,Griesfeldstraße 11B
1050,Wien,Wehrgasse 32
1180,Wien,Teschnergasse 1
1030,Wien,Am Heumarkt 39
1130,Wien,Eduard-Klein-Gasse 2-4
1300,Schwechat,Nordstraße  1
1150,Wien,Schweglerstraße 17
1220,Wien,Erzherzog-Karl-Straße 56
1200,Wien,Sachsenplatz vor 1
1220,Wien,Ziegelhofstraße 36
1100,Wien,Arsenalstraße 12-16
1140,Wien,Albert-Schweitzer-Gasse 5
1070,Wien,Bandgasse 7
1130,Wien,Camillianergasse 35
2351,Wiener Neudorf,IZ NÖ-Süd Straße 2 Objekt M6
1210,Wien,Leopoldauer Straße 51
1230,Wien,Birostraße 2
2380,Perchtoldsdorf,Marktplatz 10
2542,Kottingbrunn,August-Resch-Straße 1
1220,Wien,Kagraner Platz 6
1090,Wien,Zimmermanngasse 8
1100,Wien,Oberlaaer Straße 175
1100,Wien,Herzgasse 6
1210,Wien,Leopoldauer Straße 68
1100,Wien,Holbeingasse 11/1
1190,Wien,Leopold-Steiner-Gasse 33
1220,Wien,Genochplatz 5
1140,Wien,Albert-Schweitzer-Gasse 2A
1010,Wien,BIP Garage Georg-Cochplatz Station 1+2 - Georg-Coch-Platz 4
2351,Wiener Neudorf,IZ NÖ-Süd Straße 3 Objekt M19
1210,Wien,Leopoldauer Straße 26-32
1100,Wien,Oberlaaer Straße 39
1160,Wien,Wilhelminenstraße 12-16
2540,Bad Vöslau,Schloßplatz 1
1050,Wien,Brandmayergasse 35
1140,Wien,Ameisbachzeile 21
1150,Wien,Jheringgasse 24
2334,Vösendorf,SCS-Straße B4
1010,Wien,Schmerlingplatz 1
1030,Wien,Kundmanngasse 21
1110,Wien,Sängergasse 6
1220,Wien,Wagramer Straße 55-61
1010,Wien,Franz-Josefs-Kai 31
1190,Wien,Heiligenstädter Straße 66
1100,Wien,Alaudagasse Ecke Favoritenstraße
1100,Wien,Kurbadstraße 14
1090,Wien,Michelbeuerngasse 12
1220,Wien,Schenk-Danzinger-Gasse 4-6
1220,Wien,Rennbahnweg 25
2540,Bad Vöslau,Paitzriegelgasse 2
1020,Wien,Vorgartenstraße 156
1190,Wien,Hohe Warte 6
1110,Wien,Lorystraße 91/2
1220,Wien,Siebenbürgerstraße ggü 31a
1100,Wien,Favoritenstraße 226
2512,Tribuswinkel,Neurißgasse 5
1090,Wien,Universitätsstraße 1
6900,Bregenz,Römerstraße 15
6473,Wenns,Unterdorf 52
6382,Kirchdorf in Tirol,Innsbrucker Straße 62
6858,Schwarzach,Gutenbergstraße 1
6710,Nenzing,Bundesstraße 90
6923,Lauterach,Bundesstraße 71x
6706,Bürs,Bremschlstraße 1
5071,Wals-Himmelreich,Himmelreichstraße 34
6845,Hohenems,Bahnhofstraße 31
6900,Bregenz,Rheinstraße 72
6820,Gurtis,Gleilebühel 2
6850,Dornbirn,Wallenmahd 15
6971,Hard,In der Wirke 2
6850,Dornbirn,Johann-Georg-Ulmer-Straße 21
6136,Pill,Pillbergstraße 205
6167,Neustift,Stubaital Straße 50
6900,Bregenz,Weidachstraße 14
6845,Hohenems,Radetzkystraße 142
6884,Damüls,Kirchdorf 127
8461,Ratsch an der Weinstraße,Ottenberg 35
6812,Meiningen,Schweizerstraße 58
6708,Brand,Mühledörfle 25
6824,Schlins,Walgaustraße 82
6800,Feldkirch,Hirschgraben 16
6721,Thüringerberg,Jagdbergstraße 272
6094,Axams,Axamer Lizum 19
9963,St. Jakob in Defereggen,Unterrotte 82
6900,Bregenz,Rheinstraße 11
6800,Feldkirch,Rösslepark 1
6794,Partenen,Silvrettastraße 3
6710,Nenzing,Bundesstraße 47
6764,Lech,Dorf 11
6850,Dornbirn,Schwefel 84
6791,Gargellen,Haus Nr. 91
5081,Anif,Waldbadstraße 4
6837,Weiler,Wilerfeld 1
8505,St. Nikolai im Sausal,Flamberg 46
6900,Bregenz,Landstraße 9
6707,Bürserberg,Tschengla 3
6182,Gries im Sellrain,Gries 16
6890,Lustenau,Sägerstraße 102
6794,Partenen,Silvretta Hochalpenstraße 90x
6850,Dornbirn,Gütlestraße 7a
6881,Mellau,Übermellen 65
6844,Altach,Schnabelholz 1
6900,Bregenz,Platz der Wiener Symphoniker 3
6845,Hohenems,Ermenstraße 15
6700,Bludenz,Werdenbergerstraße 9
6971,Hard,Rheinstraße 11
6850,Dornbirn,Mühlegasse 8
6345,Kössen,Hütte 10
6850,Dornbirn,Wallenmahd 3
6800,Feldkirch-Tisis,Baptist-Beck-Weg 2
6811,Göfis,Stein 19a
6100,Seefeld in Tirol,Haspingerstraße 555
6833,Klaus,Bundesstraße 3
6841,Mäder,Brühl 3
5562,Obertauern,Gamsleitenstraße 4
6833,Klaus,Treietstraße 2
6774,Tschagguns,Latschauerstraße 1
6882,Schnepfau,Schnepfegg 54
6722,St. Gerold,St. Gerold 84
6845,Hohenems,Lustenauerstraße 125
6787,Gargellen,Gargellen 48
6900,Bregenz,Römerstraße 10
6824,Schlins,Schulgasse 20
6712,Thüringen,Winklergasse 2
6764,Lech,Dorf 161
8982,Bad Mitterndorf,Tauplitz 64
5672,Fusch,Zeller Fusch 77
6833,Klaus,Treietstraße 11
8864,Turracher Höhe,Turracher Höhe 120
6900,Bregenz,Heldendankstraße 22
6888,Schröcken,Unterboden 76
4020,Linz,Weißenwolffstraße 33
6708,Brand,Mühledörfle 23
6365,Kirchberg in Tirol,Seestraße 15
6832,Sulz,Müsinenstraße 44
6866,Andelsbuch,Scheidbuchen 483
6533,Fiss,Fisser Straße 50
6922,Wolfurt,Konrad-Doppelmayr-Straße 15
6912,Hörbranz,Raststation Bodensee Autobahn 2r
6972,Fußach,Rohr 1
6281,Gerlos,Gerlos 141
6791,St. Gallenkirch,St. Gallenkirch 117
6911,Lochau,Alberlochstraße 30
4574,Vorderstoder,Vorderstoder 2
6800,Feldkirch,Königshofstraße 41
6863,Egg,Amagmach 1301
6850,Dornbirn,Sparkassenplatz 1
6900,Bregenz,Römerstraße 2
6094,Axams,Innsbrucker Straße 80
6884,Damüls,Uga 83
6800,Feldkirch,Carinagasse 47
6764,Lech,Tannberg 629
6811,Göfis,Römerstraße 84
6700,Bludenz,Unterfeldstraße 27
6311,Wildschönau,Kirchen 275
6914,Hohenweiler,Dorf 41
6762,Stuben am Arlberg,Stuben 17
6700,Bludenz,Pulverturmstraße 8
6850,Dornbirn,Gütlestraße 15
6890,Lustenau,Pfarrweg 4x
6142,Mieders,Waldrasterweg 1
6830,Rankweil,Alemannenstraße 49
6850,Dornbirn,Messestraße 2
6972,Fußach,Dorfstraße 46
6393,St. Ulrich am Pillersee,Strass 85
6845,Hohenems,Die Spinnerei 12
6951,Lingenau,Steig 161
6166,Fulpmes,Herrengasse 9
6844,Altach,Schweizerstraße 45
6723,Blons,Blons 9
6706,Bürs,Herrenau 8
4802,Ebensee,Hauptstraße 19
6706,Bürs,Hauptstraße 4
6941,Langenegg,Gfäll 107
6754,Klösterle,Haus Nr. 59b
6911,Lochau,Am Kaiserstrand 1
6845,Hohenems,Schweizerstraße 59
6850,Dornbirn,Lustenauerstraße 58
6830,Rankweil,Valdunastraße 16
6708,Brand,Gufer 50
6774,Tschagguns,Waldweg
6845,Hohenems,Schwefelbadstraße 2
6835,Muntlix-Zwischenwasser,Fidelisgasse 2x
6731,Sonntag,Boden 50
6952,Hittisau,Platz 370
6922,Wolfurt,Unterlinden 1
6863,Egg,Melisau 1130
6840,Götzis,Mösleweg 23
6364,Brixen im Thale,Dorfstraße 13
6900,Bregenz,Carl-Pedenz-Straße 2
6942,Langenegg,Gfäll 134
6845,Hohenems,Bahnhofstraße 27
6830,Rankweil,Langgasse 120
6365,Kirchberg,Möselgasse 11
6912,Hörbranz,Seestraße 14
6382,Kirchdorf in Tirol,Salzburger Straße 8
9962,Sankt Veit in Defereggen,Gsaritzen 13a
6450,Sölden,Ötztal Straße 4
9963,St. Jakob in Defereggen,Innerrotte 34
6365,Kirchberg in Tirol,Aschauerstraße 46
5622,Goldegg,Maierhof 19
6764,Lech,Dorf 598
8983,Bad Mitterndorf,Bad Mitterndorf 291
6921,Kennelbach,Bregenzer Straße 8
6923,Lauterach,Scheibenstraße 2x
6883,Au,Argenau 376
6932,Langen,Dorf 8x
6344,Walchsee,Johannesstraße 20
6874,Bizau,Kirchdorf 340
4451,St.Ulrich bei Steyr,Eisenstraße 94
9122,St. Kanzian,Westufer 17
6900,Bregenz,Kirchstraße 8
6881,Mellau,Platz 292
6812,Meiningen,Herrengasse 41
6800,Feldkirch,Im Letten 1
6941,Langenegg,Bach 127
6922,Wolfurt,Kellhofstraße 12
6524,Kaunertal,Platz 30
6844,Altach,Achstraße 10
6830,Rankweil,Am Bühel 6
6751,Innerbraz,Arlbergstraße 61
6923,Lauterach,Bundesstraße 41
4614,Marchtrenk,Welserstraße 14
9122,St. Kanzian,Am See XI 4
6708,Brand,Studa 52
5441,Abtenau,Au 66
6900,Bregenz,Weidachstraße 6
6900,Bregenz,Schillerstraße 3
6863,Egg,Loco 9
6800,Feldkirch,Königshofstraße 79
6850,Dornbirn,Messestraße 11
6884,Damüls,Damüls 191
6800,Feldkirch,Leusbündtweg 49
4050,Traun,Keplingerstraße 2
6100,Seefeld in Tirol,Dorfplatz 28
6780,Silbertal,Haus Nr. 332
6863,Egg,Gerbe 1135
6811,Göfis,Oberdorf 3
5524,Annaberg,Steuer 60
6714,Nüziders,Kirchstraße 13
6850,Dornbirn,Marktstraße 67
6870,Bezau,Wilbinger 662
6890,Lustenau,Millennium Park 7
6886,Schoppernau,Unterdorf 2a
6800,Feldkirch,Galuragasse 7
6773,Vandans,Anton-Ammann Straße 12
6951,Lingenau,Hof 43
4865,Nußdorf am Attersee,Dorfstraße 42
6707,Bürserberg,Boden 1
6794,Partenen,Silvretta Hochalpenstraße 90c
5020,Salzburg,Vogelweiderstraße 116
6911,Eichenberg,Dorf 1x
6754,Klösterle,Danöfen 115a
6900,Bregenz,Römerstraße 9
6800,Feldkirch,Königshofstraße 2
5700,Maishofen,Wildentenweg 19
6714,Nüziders,Sonnenbergstraße 14
6900,Bregenz,Am Steinebach 9
6841,Mäder,Altenholz 1
6922,Wolfurt,Brückenweg 9
9500,Villach,Bruno-Kreisky-Straße 37
5161,Elixhausen,Dorfstraße 14
6800,Feldkirch,Wichnergasse 9
6773,Vandans,Dorfstraße 26
6951,Lingenau,Hof 481
6800,Feldkirch,Blasenberggasse 3
6708,Brand,Gufer 43
6706,Bürs,Krüzbühelweg 8
6762,Klösterle,Stuben am Arlberg Rauz 3a
8741,Weißkirchen,Fisching 9
9971,Matrei in Osttirol,Tauer 22
6800,Feldkirch,Reichsstraße 60
6100,Seefeld in Tirol,Speckbacherstraße 182
6900,Bregenz,Kennelbacherstraße 1
6782,Silbertal,Dorfstraße 19
6142,Mieders,Dorfstraße 2
6845,Hohenems,Franz-Michael-Felder-Straße 6
6780,Schruns,Silvrettastraße 45
3601,Dürnstein,Unterloiben 7
6722,St. Gerold,St. Gerold 29
5131,Franking,Franking 38
4160,Aigen-Schlägl,Linzer Straße 9
6845,Hohenems,Oberer Stockenweg 10
6162,Mutters,Nattererstraße 20
6881,Mellau,Platz 500
6733,Fontanella,Kirchberg 77
6780,Schruns,Batloggstraße 36
6943,Riefensberg,Meierhof 126a
6888,Schröcken,Heimboden 114
6167,Neustift,Franz-Senn-Straße 66
6719,Bludesch,Hauptstraße 7
6833,Klaus,Anna-Henslerstraße 15
6820,Frastanz,Sonnenbergerstraße 17
6741,Raggal,Haus Nr. 158
6850,Dornbirn,Dr.-Anton-Schneiderstraße 15b
6533,Fiss,Via Claudia Augusta 26
6900,Bregenz,Kornmarktstraße 16
6870,Bezau,Obere 394
6820,Frastanz,Schmittengasse 4
6952,Sibratsgfäll,Dorf 18
6834,Übersaxen,Dorfstraße 2
6840,Götzis,Bahnhofstraße 15
6850,Dornbirn,Lustenauerstraße 64
6543,Nauders,Bundesstraße 247
8141,Premstätten,Hauptstraße 135
6850,Dornbirn,Schwefel 70
6850,Dornbirn,Wallenmahd 46
6384,Waidring,Dorfstraße 16
6700,Bludenz,Werdenbergerstraße 42
6850,Dornbirn,Hintere Achmühlestraße 1
6850,Dornbirn,Rickatschwende 1
6850,Dornbirn,Wallenmahd 23
6890,Lustenau,Kapellenstraße 1
6820,Frastanz,Maria Ebene 17
6364,Brixen im Thale,Badhausweg 9
6867,Schwarzenberg,Hof 968
6763,Lech,Zürs 126
6780,Schruns,Veltlinerweg 2
6971,Hard,Seestraße 1
6934,Sulzberg,Dorf 12
6900,Bregenz,Platz der Wiener Symphoniker 1
6330,Kufstein,Zeller Berg 2
5611,Großarl,Marktplatz 4
6840,Götzis,Am Garnmarkt 12
6719,Bludesch,Werkstraße 10
6973,Höchst,Turmgasse X (Hauptstraße15)
6791,St. Gallenkirch,Haus Nr. 4
6943,Riefensberg,Dorfplatz
6850,Dornbirn,Grabenweg 1
6780,Schruns,Montafonerstraße 12
6830,Rankweil,Stiegstraße 17
6866,Andelsbuch,Hof 800
6456,Obergurgl,Hochgurglerstraße 2
6845,Hohenems,Lustenauerstraße 117x
4860,Lenzing,Agerstraße 5
1050,Wien,Blechturmgasse 11
6900,Bregenz,Mariahilfstraße 2
6708,Brand,Mühledörfle 91
6845,Hohenems,Lustenauerstraße 107a
6774,Tschagguns,Latschaustraße 62
6800,Feldkirch,Mühletorplatz 5
5071,Wals,Bundesstraße 49
6922,Wolfurt,Brühlstraße 17a
6700,Bludenz,Haldenweg 2a
6972,Fußach,Bundesstraße 80
6841,Mäder,Alte Schulstraße 12
6713,Ludesch,Raiffeisenstraße 56
6863,Egg,Pfister 619
6912,Hörbranz,Ziegelbachstraße 7
6800,Feldkirch,Küchlerstraße 7
6842,Koblach,Werben 9
6410,Telfs,Untermarktstraße 17
6858,Schwarzach,Hofsteigstraße 70
6100,Seefeld in Tirol,Münchnerstraße 215
6850,Dornbirn,Steinebach 13
6751,Braz,Klostertalerstraße 12
6533,Fiss,Seilbahnstraße 44
6764,Lech,Oberlech 255
6933,Doren,Kirchdorf 169
9872,Millstatt,Mirnockstraße 38
6754,Langen am Arlberg,Langen am Arlberg 2
6942,Krumbach,Dorf 300
6830,Rankweil,Am Marktplatz Ringstraße 5
6842,Koblach,Straßenhäuser 66
5640,Bad Gastein,Kaiserhofstraße 6
6886,Schoppernau,Halde 300
5431,Kuchl,Moos 83
6458,Vent,Marzellweg 17
6100,Seefeld in Tirol,Reitherspitzstraße 356
6971,Hard,Uferstraße 1
6832,Sulz,Müsinenstraße 42
6911,Lochau,Pfänderstraße 3
6822,Satteins,Sonnenstraße 1
6100,Seefeld in Tirol,Olympiastraße 101
6822,Satteins,Frastanzerstraße 21
6845,Hohenems,Schlossplatz 8
6763,Lech,Zürs 79
6850,Dornbirn,Rathausplatz 6
5442,Russbach,Schattau 90
6960,Wolfurt,Montfortstraße 14
6911,Lochau,Hoferstraße 26
6820,Frastanz,Bahnhofstraße 2
6934,Sulzberg,Dorf 5
6710,Nenzing,Gewerbestraße 1
6773,Vandans,Seilbahnstraße 1
6952,Hittisau,Platz 185
6020,Innsbruck,Riedgasse 3
2500,Baden,Schlossgasse 9
6555,Kappl,Ulmich 695
6934,Sulzberg,Dorf 1
9971,Matrei in Osttirol,Rauterplatz 3
6845,Hohenems,Spitzeneckstraße 6
6900,Bregenz,Steinbruchgasse 4
6912,Hörbranz,Heribrandstraße 1
6867,Schwarzenberg,Hof 14
6934,Sulzberg-Thal,Hagen 27
6870,Bezau,Platz 639
6890,Lustenau,Reichsstraße 16a
8967,Haus im Ennstal,Weißenbach 23
6782,Silbertal im Montafon,Kristbergstraße 47
6830,Rankweil,Kreuzlingerstraße 3
6762,Stuben am Arlberg,Stuben 55
6767,Warth,Bregenzerwaldstraße 36
6215,Achenkirchen,Achenkirchen 115
6706,Bürs,Dorfplatz 5
6780,Schruns,Montafonerstraße 21
6830,Rankweil,Ringstraße 25
6774,Tschagguns,Schwimmbadstraße 1
6714,Nüziders,Walgaustraße 83
6973,Höchst,Landstraße 2x
6844,Altach,Schweizer Straße 2
6700,Bludenz,Spitalgasse 10
6911,Lochau,Landstraße 22
6900,Bregenz,Römerstraße 32
6733,Fontanella,Faschina 131
6890,Lustenau,Dornbirner Straße 32
6951,Lingenau,Hof 272
2340,Mödling,Babenbergergasse 6
9546,Bad Kleinkirchheim,Maibrunnenweg 37
6820,Frastanz,Bahnhofstraße 44
5164,Seeham,Dorf 12
6820,Frastanz,Sonnenbergerstraße 29
6822,Schnifis,Jagdbergstraße 120
6850,Dornbirn,Untere Roßmähder 2
6563,Galtür,Galtür 47b
6850,Dornbirn,Färbergasse 17
6822,Satteins,Kirchstraße 15
9900,Lienz,Pustertaler Str. 12
6840,Götzis,Hauptstraße 21
6900,Bregenz,Landwehrstraße 1
6167,Neustift,Dorf 2
6794,Partenen,Silvrettastraße 64
6805,Feldkirch-Gisingen,Hämmerlestraße 24
2620,Neunkirchen,Hammerstraße 23
5602,Wagrain,Markt 23
6791,St. Gallenkirch,Gweilweg 69c
6850,Dornbirn,F.M.-Felderstraße 4
6883,Au,Jaghausen 4
6800,Feldkirch,Florianistraße 1
6922,Wolfurt,Sternenplatz 4
6710,Nenzing,Bahnhofstraße 26
6866,Andelsbuch,Bühel 703
6971,Hard,Schulweg 2
6708,Brand,Schattenlagant
6700,Bludenz,Schmittenstraße 3
6752,Dalaas,Bahnhofstraße 140
6706,Bürs,Schulstraße 4
6850,Dornbirn,St. Martin Straße 7
6751,Innerbraz,Arlbergstraße 90
6373,Jochberg,Pass-Thurn-Straße 14
5602,Wagrain,Kirchboden 97
5600,St. Johann,Hans Kappacherstraße 7
6236,Alpbach,Außerneader 311
1030,Wien,Ungargasse 69
1150,Wien,Walkürengasse 11
1170,Wien,Jörgerstraße vor 26
1060,Wien,Fillgradergasse 6
1140,Wien,Linzer Straße 5
1120,Wien,Steinhagegasse 20/1
1200,Wien,Wexstraße vor 19-23
1170,Wien,Parhamerplatz 2
1160,Wien,Enenkelstraße 34
1160,Wien,Rosenackerstraße 22
1210,Wien,Lavantgasse 34
1110,Wien,Gottschalkgasse 11
1160,Wien,Wurlitzergasse 1
1080,Wien,Florianigasse vor 25
1150,Wien,Meiselstraße 6
1170,Wien,Wattgasse 48
1210,Wien,Franklinstraße 47
1170,Wien,Dornbacher Straße vor 119
1170,Wien,Paschinggasse 4
1170,Wien,Neuwaldegger Straße 23
1220,Wien,Wagramer Straße 5
1130,Wien,Hietzinger Kai vor 141
1110,Wien,Simmeringer Hauptstraße vor 47-49
1050,Wien,Siebenbrunnenfeldgasse ggü. 26-30
2362,Biedermannsdorf,Perlasgasse 10
1070,Wien,Westbahnstraße 43
1040,Wien,Brahmsplatz 3
1020,Wien,Böcklinstraße 88
1070,Wien,Neustiftgasse 123
1030,Wien,Barichgasse 13
1020,Wien,Ilgplatz 2
1210,Wien,Schererstraße 48
1190,Wien,Krottenbachstraße 82
1160,Wien,Fröbelgasse 56
1210,Wien,Carabelligasse 3
1060,Wien,Esterhazygasse 1
1030,Wien,Landstraßer Hauptstraße 50
